resultNumber,censusMetropolitanArea,province,forwardSortationAreaCodes,testDurationInDays,averageRadonConcentrationInBqPerM3,averageThoronConcentrationInBqPerM3
2199,Thunder Bay CMA,ON,P7A,91,40,<15
2200,Thunder Bay CMA,ON,P7A,123,450,<15
2201,Thunder Bay CMA,ON,P7A,91,512,25
2202,Thunder Bay CMA,ON,P7A,90,34,<15
2203,Thunder Bay CMA,ON,P7A,91,288,<15
2204,Thunder Bay CMA,ON,P7A,91,<15,59
2205,Thunder Bay CMA,ON,P7A,91,70,<15
2206,Thunder Bay CMA,ON,P7A,91,78,22
2207,Thunder Bay CMA,ON,P7A,104,196,<15
2208,Thunder Bay CMA,ON,P7A,91,24,17
2209,Thunder Bay CMA,ON,P7A,92,64,32
2210,Thunder Bay CMA,ON,P7A,101,102,<15
2211,Thunder Bay CMA,ON,P7A,106,139,<15
2212,Thunder Bay CMA,ON,P7B,90,238,<15
2213,Thunder Bay CMA,ON,P7B,92,144,<15
2214,Thunder Bay CMA,ON,P7B,109,124,<15
2215,Thunder Bay CMA,ON,P7B,91,162,<15
2216,Thunder Bay CMA,ON,P7B,101,115,27
2217,Thunder Bay CMA,ON,P7B,92,208,<15
2218,Thunder Bay CMA,ON,P7B,92,34,<15
2219,Thunder Bay CMA,ON,P7B,101,100,<15
2220,Thunder Bay CMA,ON,P7B,95,137,<15
2221,Thunder Bay CMA,ON,P7B,94,72,<15
2222,Thunder Bay CMA,ON,P7B,92,486,<15
2223,Thunder Bay CMA,ON,P7C,91,53,<15
2224,Thunder Bay CMA,ON,P7C,91,95,<15
2225,Thunder Bay CMA,ON,P7C,90,44,<15
2226,Thunder Bay CMA,ON,P7C,91,38,<15
2227,Thunder Bay CMA,ON,P7C,123,15,<15
2228,Thunder Bay CMA,ON,P7C,112,26,<15
2229,Thunder Bay CMA,ON,P7C,103,49,<15
2230,Thunder Bay CMA,ON,P7C,92,53,<15
2231,Thunder Bay CMA,ON,P7C,93,120,<15
2232,Thunder Bay CMA,ON,P7C,91,76,<15
2233,Thunder Bay CMA,ON,P7C,90,88,<15
2234,Thunder Bay CMA,ON,P7C,91,100,31
2235,Thunder Bay CMA,ON,P7C,91,207,<15
2236,Thunder Bay CMA,ON,P7E,96,22,15
2237,Thunder Bay CMA,ON,P7E,113,36,<15
2238,Thunder Bay CMA,ON,P7E,155,87,<15
2239,Thunder Bay CMA,ON,P7E,93,68,<15
2240,Thunder Bay CMA,ON,P7E,93,155,<15
2241,Thunder Bay CMA,ON,P7E,106,178,<15
2242,Thunder Bay CMA,ON,P7E,93,22,<15
2243,Thunder Bay CMA,ON,P7E,91,60,<15
2244,Thunder Bay CMA,ON,P7E,105,61,<15
2245,Thunder Bay CMA,ON,P7E,115,24,<15
2246,Thunder Bay CMA,ON,P7E,92,46,<15
2247,Thunder Bay CMA,ON,P7E,90,243,<15
2248,Thunder Bay CMA,ON,P7E,97,89,<15
2249,Thunder Bay CMA,ON,P7E,91,37,32
2250,Thunder Bay CMA,ON,P7E,91,64,<15
2251,Thunder Bay CMA,ON,P7E,91,43,<15
2252,Thunder Bay CMA,ON,P7G,92,264,24
2253,Thunder Bay CMA,ON,P7G,91,254,<15
2254,Thunder Bay CMA,ON,P7G,92,96,<15
2255,Thunder Bay CMA,ON,P7G,90,226,<15
2256,Thunder Bay CMA,ON,P7G,100,160,<15
2257,Thunder Bay CMA,ON,P7G,92,290,<15
2258,Thunder Bay CMA,ON,P7G,129,252,<15
2259,Thunder Bay CMA,ON,P7G,92,179,<15
2260,Thunder Bay CMA,ON,P7G,107,117,<15
2261,Thunder Bay CMA,ON,P7G,91,260,23
2262,Thunder Bay CMA,ON,P7G,101,78,<15
2263,Thunder Bay CMA,ON,P7G,91,464,<15
2264,Thunder Bay CMA,ON,P7G,92,282,<15
2265,Thunder Bay CMA,ON,P7G,91,76,<15
2266,Thunder Bay CMA,ON,P7J,92,64,<15
2267,Thunder Bay CMA,ON,P7J,93,96,16
2268,Thunder Bay CMA,ON,P7J,91,192,<15
2269,Thunder Bay CMA,ON,P7J,97,413,<15
2270,Thunder Bay CMA,ON,P7J,111,179,<15
2271,Thunder Bay CMA,ON,P7J,92,78,<15
2272,Thunder Bay CMA,ON,P7J,91,607,37
2273,Thunder Bay CMA,ON,P7K,97,37,<15
2274,Thunder Bay CMA,ON,P7K,102,223,<15
2275,Thunder Bay CMA,ON,P7K,91,112,<15
2276,Thunder Bay CMA,ON,P7K,92,530,<15
2277,Thunder Bay CMA,ON,P7K,91,345,<15
2278,Thunder Bay CMA,ON,P7K,92,60,<15
2279,Thunder Bay CMA,ON,P7K,92,77,<15
2280,Thunder Bay CMA,ON,P7K,91,292,<15
2281,Thunder Bay CMA,ON,P7K,90,108,<15
2282,Thunder Bay CMA,ON,P7K,92,277,<15
2283,Thunder Bay CMA,ON,P7K,107,25,<15
2284,Thunder Bay CMA,ON,P7K,99,64,<15
2285,Thunder Bay CMA,ON,P7K,99,274,<15
2286,Thunder Bay CMA,ON,P7K,109,408,<15
2287,Thunder Bay CMA,ON,P7L,94,336,<15
2288,Thunder Bay CMA,ON,P7L,95,265,<15
2289,Thunder Bay CMA,ON,P7L,91,163,16
2290,Thunder Bay CMA,ON,P7L,91,206,<15
2291,Thunder Bay CMA,ON,P7L,92,190,19
2292,Toronto CMA,ON,*,114,37,<15
2293,Toronto CMA,ON,*,105,44,<15
2294,Toronto CMA,ON,*,91,120,<15
2295,Toronto CMA,ON,*,91,39,<15
2296,Toronto CMA,ON,*,90,105,<15
2297,Toronto CMA,ON,*,91,<15,<15
2298,Toronto CMA,ON,*,92,23,<15
2299,Toronto CMA,ON,*,93,23,15
2300,Toronto CMA,ON,*,91,29,<15
2301,Toronto CMA,ON,*,91,66,N/A
2302,Toronto CMA,ON,*,91,36,<15
2303,Toronto CMA,ON,*,95,37,<15
2304,Toronto CMA,ON,*,92,52,<15
2305,Toronto CMA,ON,*,91,54,20
2306,Toronto CMA,ON,*,93,33,<15
2307,Toronto CMA,ON,*,91,110,<15
2308,Toronto CMA,ON,*,93,23,<15
2309,Toronto CMA,ON,*,90,183,<15
2310,Toronto CMA,ON,*,98,56,<15
2311,Toronto CMA,ON,*,92,46,<15
2312,Toronto CMA,ON,*,120,40,<15
2313,Toronto CMA,ON,*,91,<15,<15
2314,Toronto CMA,ON,*,93,89,<15
2315,Toronto CMA,ON,*,97,19,<15
2316,Toronto CMA,ON,*,92,28,18
2317,Toronto CMA,ON,*,92,93,<15
2318,Toronto CMA,ON,*,90,<15,<15
2319,Toronto CMA,ON,*,126,44,<15
2320,Toronto CMA,ON,*,91,115,<15
2321,Toronto CMA,ON,*,90,61,<15
2322,Toronto CMA,ON,*,91,39,<15
2323,Toronto CMA,ON,*,91,45,<15
2324,Toronto CMA,ON,*,92,55,<15
2325,Toronto CMA,ON,*,97,25,17
2326,Toronto CMA,ON,*,91,61,<15
2327,Toronto CMA,ON,*,91,49,<15
2328,Toronto CMA,ON,*,171,34,<15
2329,Toronto CMA,ON,*,96,25,<15
2330,Toronto CMA,ON,*,92,126,<15
2331,Toronto CMA,ON,*,97,41,<15
2332,Toronto CMA,ON,*,91,23,<15
2333,Toronto CMA,ON,*,92,88,<15
2334,Toronto CMA,ON,*,105,32,<15
2335,Toronto CMA,ON,*,90,17,<15
2336,Toronto CMA,ON,*,90,37,<15
2337,Toronto CMA,ON,*,96,47,<15
2338,Toronto CMA,ON,*,109,<15,25
2339,Toronto CMA,ON,*,91,83,<15
2340,Toronto CMA,ON,*,91,29,18
2341,Toronto CMA,ON,*,92,82,29
2342,Toronto CMA,ON,*,124,54,<15
2343,Toronto CMA,ON,*,117,38,<15
2344,Toronto CMA,ON,*,91,17,<15
2345,Toronto CMA,ON,*,92,143,<15
2346,Toronto CMA,ON,*,91,61,20
2347,Toronto CMA,ON,*,91,151,15
2348,Toronto CMA,ON,*,93,39,<15
2349,Toronto CMA,ON,*,102,135,<15
2350,Toronto CMA,ON,*,92,65,15
2351,Toronto CMA,ON,*,109,<15,<15
2352,Toronto CMA,ON,*,104,120,<15
2353,Toronto CMA,ON,*,95,45,<15
2354,Toronto CMA,ON,*,93,42,<15
2355,Toronto CMA,ON,*,100,108,<15
2356,Toronto CMA,ON,*,103,51,<15
2357,Toronto CMA,ON,*,92,35,<15
2358,Toronto CMA,ON,L3P,100,52,<15
2359,Toronto CMA,ON,L3P,92,27,<15
2360,Toronto CMA,ON,L5L,91,102,<15
2361,Toronto CMA,ON,L5L,93,167,<15
2362,Toronto CMA,ON,L6A,99,43,<15
2363,Toronto CMA,ON,L6A,96,36,<15
2364,Toronto CMA,ON,L6H,92,74,56
2365,Toronto CMA,ON,L6H,93,67,<15
2366,Toronto CMA,ON,L6M,91,104,22
2367,Toronto CMA,ON,L6M,90,53,<15
2368,Toronto CMA,ON,L6Y,90,106,<15
2369,Toronto CMA,ON,L6Y,105,29,<15
2370,Toronto CMA,ON,L9T,111,32,<15
2371,Toronto CMA,ON,L9T,91,49,<15
2372,Toronto CMA,ON,M4J,91,25,<15
2373,Toronto CMA,ON,M4J,91,34,<15
2374,Toronto CMA,ON,M4J,96,60,<15
2375,Toronto CMA,ON,M4K,91,33,<15
2376,Toronto CMA,ON,M4K,96,51,<15
2377,Toronto CMA,ON,M6E,91,48,22
2378,Toronto CMA,ON,M6E,91,63,<15
2379,Toronto CMA,ON,M6N,139,91,<15
2380,Toronto CMA,ON,M6N,90,30,15
2381,Toronto CMA,ON,M6P,62,74,17
2382,Toronto CMA,ON,M6P,92,34,<15
2383,Windsor CMA,ON,*,91,165,<15
2384,Windsor CMA,ON,N8N,86,77,<15
2385,Windsor CMA,ON,N8N,90,109,<15
2386,Windsor CMA,ON,N8N,79,96,21
2387,Windsor CMA,ON,N8N,96,159,<15
2388,Windsor CMA,ON,N8N,90,140,<15
2389,Windsor CMA,ON,N8N,118,83,<15
2390,Windsor CMA,ON,N8N,92,118,<15
2391,Windsor CMA,ON,N8N,170,41,<15
2392,Windsor CMA,ON,N8N,91,140,<15
2393,Windsor CMA,ON,N8P,91,146,<15
2394,Windsor CMA,ON,N8P,92,272,<15
2395,Windsor CMA,ON,N8P,91,94,<15
2396,Windsor CMA,ON,N8P,122,219,<15
2397,Windsor CMA,ON,N8P,104,222,<15
2398,Windsor CMA,ON,N8P,91,214,<15
2399,Windsor CMA,ON,N8P,92,219,<15
2400,Windsor CMA,ON,N8R,92,254,<15
2401,Windsor CMA,ON,N8R,94,188,<15
2402,Windsor CMA,ON,N8R,90,254,<15
2403,Windsor CMA,ON,N8R,98,135,<15
2404,Windsor CMA,ON,N8R,92,196,<15
2405,Windsor CMA,ON,N8S,92,175,<15
2406,Windsor CMA,ON,N8S,91,68,<15
2407,Windsor CMA,ON,N8S,139,103,<15
2408,Windsor CMA,ON,N8S,92,102,60
2409,Windsor CMA,ON,N8S,96,51,<15
2410,Windsor CMA,ON,N8S,99,91,35
2411,Windsor CMA,ON,N8S,90,166,<15
2412,Windsor CMA,ON,N8S,90,742,<15
2413,Windsor CMA,ON,N8T,92,136,<15
2414,Windsor CMA,ON,N8T,106,138,<15
2415,Windsor CMA,ON,N8T,94,150,32
2416,Windsor CMA,ON,N8T,93,292,<15
2417,Windsor CMA,ON,N8T,102,141,<15
2418,Windsor CMA,ON,N8T,91,316,22
2419,Windsor CMA,ON,N8W,90,168,<15
2420,Windsor CMA,ON,N8W,110,39,209
2421,Windsor CMA,ON,N8W,139,68,<15
2422,Windsor CMA,ON,N8W,89,98,20
2423,Windsor CMA,ON,N8W,100,102,28
2424,Windsor CMA,ON,N8W,91,477,<15
2425,Windsor CMA,ON,N8W,113,130,<15
2426,Windsor CMA,ON,N8W,112,569,<15
2427,Windsor CMA,ON,N8X,105,91,<15
2428,Windsor CMA,ON,N8X,98,60,23
2429,Windsor CMA,ON,N8X,91,102,<15
2430,Windsor CMA,ON,N8X,91,197,<15
2431,Windsor CMA,ON,N8X,96,33,25
2432,Windsor CMA,ON,N8X,99,122,<15
2433,Windsor CMA,ON,N8Y,94,53,<15
2434,Windsor CMA,ON,N8Y,91,38,<15
2435,Windsor CMA,ON,N8Y,95,127,19
2436,Windsor CMA,ON,N8Y,90,46,<15
2437,Windsor CMA,ON,N9A,91,145,<15
2438,Windsor CMA,ON,N9A,91,78,25
2439,Windsor CMA,ON,N9A,90,64,21
2440,Windsor CMA,ON,N9A,97,78,<15
2441,Windsor CMA,ON,N9A,94,92,<15
2442,Windsor CMA,ON,N9A,90,234,<15
2443,Windsor CMA,ON,N9A,106,161,34
2444,Windsor CMA,ON,N9B,111,109,<15
2445,Windsor CMA,ON,N9B,92,90,<15
2446,Windsor CMA,ON,N9B,91,107,22
2447,Windsor CMA,ON,N9B,91,49,<15
2448,Windsor CMA,ON,N9B,99,487,<15
2449,Windsor CMA,ON,N9B,90,96,<15
2450,Windsor CMA,ON,N9B,91,88,<15
2451,Windsor CMA,ON,N9B,91,311,<15
2452,Windsor CMA,ON,N9C,93,85,<15
2453,Windsor CMA,ON,N9C,95,65,<15
2454,Windsor CMA,ON,N9C,89,110,<15
2455,Windsor CMA,ON,N9C,91,99,<15
2456,Windsor CMA,ON,N9E,91,214,21
2457,Windsor CMA,ON,N9E,94,320,<15
2458,Windsor CMA,ON,N9E,91,450,<15
2459,Windsor CMA,ON,N9E,97,209,<15
2460,Windsor CMA,ON,N9E,93,75,25
2461,Windsor CMA,ON,N9E,119,63,<15
2462,Windsor CMA,ON,N9G,92,142,<15
2463,Windsor CMA,ON,N9G,188,143,N/A
2464,Windsor CMA,ON,N9H,110,88,<15
2465,Windsor CMA,ON,N9H,115,119,23
2466,Windsor CMA,ON,N9H,92,75,<15
2467,Windsor CMA,ON,N9H,91,98,<15
2468,Windsor CMA,ON,N9J,90,236,<15
2469,Windsor CMA,ON,N9J,92,125,<15
2470,Windsor CMA,ON,N9J,91,209,<15
2471,Windsor CMA,ON,N9J,92,24,<15
2472,Windsor CMA,ON,N9J,91,81,20
2473,Windsor CMA,ON,N9J,93,371,35
2474,Windsor CMA,ON,N9J,92,67,<15
2475,Montréal CMA,QC,*,130,84,<15
2476,Montréal CMA,QC,*,91,137,<15
2477,Montréal CMA,QC,*,104,199,<15
2478,Montréal CMA,QC,*,88,118,<15
2479,Montréal CMA,QC,*,100,140,18
2480,Montréal CMA,QC,*,98,90,<15
2481,Montréal CMA,QC,*,98,53,<15
2482,Montréal CMA,QC,*,98,72,<15
2483,Montréal CMA,QC,*,95,84,25
2484,Montréal CMA,QC,*,99,754,<15
2485,Montréal CMA,QC,*,93,56,22
2486,Montréal CMA,QC,*,91,62,<15
2487,Montréal CMA,QC,*,90,79,<15
2488,Montréal CMA,QC,*,91,102,19
2489,Montréal CMA,QC,*,90,<15,35
2490,Montréal CMA,QC,*,91,192,<15
2491,Montréal CMA,QC,*,91,38,<15
2492,Montréal CMA,QC,*,62,78,<15
2493,Montréal CMA,QC,*,97,<15,<15
2494,Montréal CMA,QC,*,91,150,<15
2495,Montréal CMA,QC,*,92,103,<15
2496,Montréal CMA,QC,*,96,268,<15
2497,Montréal CMA,QC,*,97,67,<15
2498,Montréal CMA,QC,*,91,326,<15
2499,Montréal CMA,QC,*,58,28,<15
2500,Montréal CMA,QC,*,90,772,<15
2501,Montréal CMA,QC,*,94,<15,<15
2502,Montréal CMA,QC,*,124,148,<15
2503,Montréal CMA,QC,*,91,294,<15
2504,Montréal CMA,QC,*,92,49,<15
2505,Montréal CMA,QC,*,91,40,<15
2506,Montréal CMA,QC,*,100,198,48
2507,Montréal CMA,QC,*,91,51,16
2508,Montréal CMA,QC,*,92,35,16
2509,Montréal CMA,QC,*,98,25,<15
2510,Montréal CMA,QC,*,83,49,<15
2511,Montréal CMA,QC,*,73,108,<15
2512,Montréal CMA,QC,*,90,59,<15
2513,Montréal CMA,QC,*,91,67,<15
2514,Montréal CMA,QC,*,92,212,<15
2515,Montréal CMA,QC,*,92,22,<15
2516,Montréal CMA,QC,*,93,291,<15
2517,Montréal CMA,QC,*,98,33,<15
2518,Montréal CMA,QC,*,103,65,N/A
2519,Montréal CMA,QC,*,92,66,<15
2520,Montréal CMA,QC,*,80,82,N/A
2521,Montréal CMA,QC,*,91,163,<15
2522,Montréal CMA,QC,*,93,54,<15
2523,Montréal CMA,QC,*,98,41,<15
2524,Montréal CMA,QC,*,102,27,<15
2525,Montréal CMA,QC,*,106,51,<15
2526,Montréal CMA,QC,*,94,266,<15
2527,Montréal CMA,QC,*,92,228,<15
2528,Montréal CMA,QC,*,92,25,<15
2529,Montréal CMA,QC,*,91,46,<15
2530,Montréal CMA,QC,*,91,22,<15
2531,Montréal CMA,QC,*,92,150,<15
2532,Montréal CMA,QC,*,91,<15,<15
2533,Montréal CMA,QC,*,93,28,<15
2534,Montréal CMA,QC,*,90,61,21
2535,Montréal CMA,QC,*,91,109,18
2536,Montréal CMA,QC,*,105,199,<15
2537,Montréal CMA,QC,*,94,108,16
2538,Montréal CMA,QC,*,96,89,<15
2539,Montréal CMA,QC,*,91,59,<15
2540,Montréal CMA,QC,*,92,29,<15
2541,Montréal CMA,QC,*,92,47,<15
2542,Montréal CMA,QC,*,91,36,<15
2543,Montréal CMA,QC,*,96,27,<15
2544,Montréal CMA,QC,*,97,24,<15
2545,Montréal CMA,QC,*,92,45,<15
2546,Montréal CMA,QC,*,91,16,17
2547,Montréal CMA,QC,*,94,134,<15
2548,Montréal CMA,QC,*,92,339,28
2549,Montréal CMA,QC,*,93,21,<15
2550,Montréal CMA,QC,*,92,41,<15
2551,Montréal CMA,QC,*,90,30,26
2552,Montréal CMA,QC,*,113,239,<15
2553,Montréal CMA,QC,*,97,543,<15
2554,Montréal CMA,QC,*,92,181,<15
2555,Montréal CMA,QC,*,90,41,18
2556,Montréal CMA,QC,*,99,62,<15
2557,Montréal CMA,QC,*,92,<15,<15
2558,Montréal CMA,QC,*,94,57,15
2559,Montréal CMA,QC,*,104,122,<15
2560,Montréal CMA,QC,*,92,22,<15
2561,Montréal CMA,QC,*,92,193,<15
2562,Montréal CMA,QC,*,115,22,<15
2563,Montréal CMA,QC,*,92,141,<15
2564,Montréal CMA,QC,*,95,80,<15
2565,Montréal CMA,QC,*,93,196,20
2566,Montréal CMA,QC,H1C,91,108,16
2567,Montréal CMA,QC,H1C,110,187,<15
2568,Montréal CMA,QC,H1E,91,715,26
2569,Montréal CMA,QC,H1E,93,127,<15
2570,Montréal CMA,QC,H1V,93,74,20
2571,Montréal CMA,QC,H1V,91,27,23
2572,Ottawa - Gatineau CMA,QC,*,92,106,16
2573,Ottawa - Gatineau CMA,QC,*,98,57,<15
2574,Ottawa - Gatineau CMA,QC,J8L,123,105,<15
2575,Ottawa - Gatineau CMA,QC,J8L,113,38,<15
2576,Ottawa - Gatineau CMA,QC,J8M,91,177,<15
2577,Ottawa - Gatineau CMA,QC,J8M,90,85,<15
2578,Ottawa - Gatineau CMA,QC,J8P,110,59,21
2579,Ottawa - Gatineau CMA,QC,J8P,91,48,<15
2580,Ottawa - Gatineau CMA,QC,J8T,92,58,17
2581,Ottawa - Gatineau CMA,QC,J8T,93,130,<15
2582,Ottawa - Gatineau CMA,QC,J8T,96,153,<15
2583,Ottawa - Gatineau CMA,QC,J8V,92,290,<15
2584,Ottawa - Gatineau CMA,QC,J8V,96,133,<15
2585,Ottawa - Gatineau CMA,QC,J8V,100,102,<15
2586,Ottawa - Gatineau CMA,QC,J8Y,96,297,23
2587,Ottawa - Gatineau CMA,QC,J8Y,91,36,18
2588,Ottawa - Gatineau CMA,QC,J8Z,91,268,<15
2589,Ottawa - Gatineau CMA,QC,J8Z,91,536,<15
2590,Ottawa - Gatineau CMA,QC,J8Z,92,46,<15
2591,Ottawa - Gatineau CMA,QC,J9A,95,<15,16
2592,Ottawa - Gatineau CMA,QC,J9A,102,29,<15
2593,Ottawa - Gatineau CMA,QC,J9H,92,194,17
2594,Ottawa - Gatineau CMA,QC,J9H,89,56,<15
2595,Ottawa - Gatineau CMA,QC,J9J,91,88,<15
2596,Ottawa - Gatineau CMA,QC,J9J,93,48,<15
2597,Québec CMA,QC,*,126,140,<15
2598,Québec CMA,QC,*,89,183,<15
2599,Québec CMA,QC,*,91,58,<15
2600,Québec CMA,QC,*,91,17,<15
2601,Québec CMA,QC,G1B,93,31,<15
2602,Québec CMA,QC,G1B,104,208,40
2603,Québec CMA,QC,G1C,91,16,<15
2604,Québec CMA,QC,G1C,100,37,<15
2605,Québec CMA,QC,G1C,91,38,<15
2606,Québec CMA,QC,G1C,93,84,<15
2607,Québec CMA,QC,G1C,91,<15,<15
2608,Québec CMA,QC,G1C,64,61,<15
2609,Québec CMA,QC,G1E,91,50,<15
2610,Québec CMA,QC,G1E,129,68,<15
2611,Québec CMA,QC,G1E,112,364,43
2612,Québec CMA,QC,G1E,91,274,<15
2613,Québec CMA,QC,G1G,91,<15,<15
2614,Québec CMA,QC,G1G,91,17,<15
2615,Québec CMA,QC,G1G,97,100,<15
2616,Québec CMA,QC,G1G,91,<15,74
2617,Québec CMA,QC,G1G,94,157,<15
2618,Québec CMA,QC,G1H,94,74,<15
2619,Québec CMA,QC,G1H,91,37,<15
2620,Québec CMA,QC,G1H,94,21,<15
2621,Québec CMA,QC,G1H,93,16,<15
2622,Québec CMA,QC,G1H,93,39,<15
2623,Québec CMA,QC,G1H,89,39,<15
2624,Québec CMA,QC,G1J,91,360,<15
2625,Québec CMA,QC,G1J,96,221,<15
2626,Québec CMA,QC,G1J,108,32,<15
2627,Québec CMA,QC,G1K,93,18,<15
2628,Québec CMA,QC,G1K,109,28,<15
2629,Québec CMA,QC,G1K,92,75,<15
2630,Québec CMA,QC,G1K,92,310,<15
2631,Québec CMA,QC,G1K,91,55,<15
2632,Québec CMA,QC,G1L,92,18,<15
2633,Québec CMA,QC,G1L,91,52,<15
2634,Québec CMA,QC,G1L,90,24,<15
2635,Québec CMA,QC,G1M,109,85,<15
2636,Québec CMA,QC,G1M,91,17,<15
2637,Québec CMA,QC,G1M,94,38,<15
2638,Québec CMA,QC,G1P,92,72,<15
2639,Québec CMA,QC,G1P,98,398,<15
2640,Québec CMA,QC,G1S,95,137,<15
2641,Québec CMA,QC,G1S,97,224,<15
2642,Québec CMA,QC,G1T,91,29,17
2643,Québec CMA,QC,G1T,93,890,<15
2644,Québec CMA,QC,G1V,107,61,<15
2645,Québec CMA,QC,G1V,95,47,<15
2646,Québec CMA,QC,G1V,90,21,<15
2647,Québec CMA,QC,G1V,96,121,<15
2648,Québec CMA,QC,G1W,93,167,<15
2649,Québec CMA,QC,G1W,95,<15,<15
2650,Québec CMA,QC,G1W,90,63,<15
2651,Québec CMA,QC,G1W,90,212,<15
2652,Québec CMA,QC,G1X,90,192,<15
2653,Québec CMA,QC,G1X,93,300,<15
2654,Québec CMA,QC,G1X,108,142,26
2655,Québec CMA,QC,G1X,96,56,17
2656,Québec CMA,QC,G1Y,92,97,<15
2657,Québec CMA,QC,G1Y,92,77,73
2658,Québec CMA,QC,G1Y,100,150,<15
2659,Québec CMA,QC,G1Y,91,85,<15
2660,Québec CMA,QC,G2A,91,93,N/A
2661,Québec CMA,QC,G2A,91,279,<15
2662,Québec CMA,QC,G2B,103,46,<15
2663,Québec CMA,QC,G2B,91,31,17
2664,Québec CMA,QC,G2B,91,16,<15
2665,Québec CMA,QC,G2B,90,25,<15
2666,Québec CMA,QC,G2C,103,63,<15
2667,Québec CMA,QC,G2C,92,99,<15
2668,Québec CMA,QC,G2C,91,39,<15
2669,Québec CMA,QC,G2E,90,29,<15
2670,Québec CMA,QC,G2E,93,50,<15
2671,Québec CMA,QC,G2E,98,23,141
2672,Québec CMA,QC,G2G,91,116,<15
2673,Québec CMA,QC,G2G,92,23,<15
2674,Québec CMA,QC,G2G,92,63,40
2675,Québec CMA,QC,G2K,90,49,<15
2676,Québec CMA,QC,G2K,93,67,<15
2677,Québec CMA,QC,G2K,92,50,<15
2678,Québec CMA,QC,G2L,100,76,<15
2679,Québec CMA,QC,G2L,92,376,<15
2680,Québec CMA,QC,G2L,92,63,<15
2681,Québec CMA,QC,G2L,98,140,<15
2682,Québec CMA,QC,G3E,104,155,<15
2683,Québec CMA,QC,G3E,91,104,<15
2684,Québec CMA,QC,G3E,95,963,<15
2685,Québec CMA,QC,G3G,102,431,<15
2686,Québec CMA,QC,G3G,91,204,<15
2687,Québec CMA,QC,G3J,92,33,<15
2688,Québec CMA,QC,G3J,93,129,<15
2689,Québec CMA,QC,G3J,92,89,<15
2690,Québec CMA,QC,G3J,91,57,<15
2691,Québec CMA,QC,G3K,93,118,<15
2692,Québec CMA,QC,G3K,89,77,28
2693,Québec CMA,QC,G3K,252,53,<15
2694,Québec CMA,QC,G3K,125,24,<15
2695,Saguenay CMA,QC,G7B,119,28,<15
2696,Saguenay CMA,QC,G7B,91,206,<15
2697,Saguenay CMA,QC,G7B,96,25,<15
2698,Saguenay CMA,QC,G7B,91,49,<15
2699,Saguenay CMA,QC,G7B,91,106,<15
2700,Saguenay CMA,QC,G7B,72,50,<15
2701,Saguenay CMA,QC,G7B,92,85,<15
2702,Saguenay CMA,QC,G7B,95,187,<15
2703,Saguenay CMA,QC,G7G,107,176,<15
2704,Saguenay CMA,QC,G7G,93,90,<15
2705,Saguenay CMA,QC,G7G,92,26,<15
2706,Saguenay CMA,QC,G7G,92,<15,65
2707,Saguenay CMA,QC,G7G,92,<15,16
2708,Saguenay CMA,QC,G7G,101,101,<15
2709,Saguenay CMA,QC,G7G,97,32,<15
2710,Saguenay CMA,QC,G7G,91,33,41
2711,Saguenay CMA,QC,G7H,91,105,<15
2712,Saguenay CMA,QC,G7H,93,25,<15
2713,Saguenay CMA,QC,G7H,91,25,<15
2714,Saguenay CMA,QC,G7H,115,39,24
2715,Saguenay CMA,QC,G7H,97,28,<15
2716,Saguenay CMA,QC,G7H,90,52,<15
2717,Saguenay CMA,QC,G7H,104,268,<15
2718,Saguenay CMA,QC,G7H,91,22,<15
2719,Saguenay CMA,QC,G7H,100,104,<15
2720,Saguenay CMA,QC,G7H,90,191,<15
2721,Saguenay CMA,QC,G7H,90,216,<15
2722,Saguenay CMA,QC,G7H,102,31,<15
2723,Saguenay CMA,QC,G7J,92,47,<15
2724,Saguenay CMA,QC,G7J,94,<15,16
2725,Saguenay CMA,QC,G7J,91,26,<15
2726,Saguenay CMA,QC,G7J,97,112,<15
2727,Saguenay CMA,QC,G7J,92,369,19
2728,Saguenay CMA,QC,G7J,93,177,<15
2729,Saguenay CMA,QC,G7J,91,64,<15
2730,Saguenay CMA,QC,G7J,91,<15,<15
2731,Saguenay CMA,QC,G7J,93,66,<15
2732,Saguenay CMA,QC,G7K,93,37,<15
2733,Saguenay CMA,QC,G7K,91,49,<15
2734,Saguenay CMA,QC,G7K,87,88,<15
2735,Saguenay CMA,QC,G7N,84,78,25
2736,Saguenay CMA,QC,G7N,104,43,<15
2737,Saguenay CMA,QC,G7N,109,20,<15
2738,Saguenay CMA,QC,G7N,103,18,<15
2739,Saguenay CMA,QC,G7N,91,17,<15
2740,Saguenay CMA,QC,G7N,93,99,<15
2741,Saguenay CMA,QC,G7N,91,294,<15
2742,Saguenay CMA,QC,G7N,106,233,<15
2743,Saguenay CMA,QC,G7P,95,215,28
2744,Saguenay CMA,QC,G7P,85,75,21
2745,Saguenay CMA,QC,G7P,90,<15,<15
2746,Saguenay CMA,QC,G7P,91,200,33
2747,Saguenay CMA,QC,G7S,93,22,<15
2748,Saguenay CMA,QC,G7S,91,42,<15
2749,Saguenay CMA,QC,G7S,93,55,<15
2750,Saguenay CMA,QC,G7S,98,193,<15
2751,Saguenay CMA,QC,G7S,92,16,<15
2752,Saguenay CMA,QC,G7S,122,82,<15
2753,Saguenay CMA,QC,G7S,93,<15,<15
