Food Name,Sample Code,Product Description,Food Group,Country of Origin,Intended Use,Sample Type,Sub Sample,Sample Collection Date,Reason Collected,Human Illness Flag,Sampling Location Type,Sampling Location City Name,Sampling Location Province,Sampling Location Country,Lab Name,Analysis Completion Date,Result Operator,Result Value,Units of measurement,Analyte Name,Analyte Group,LOD,LOQ,MDL,% Recovery,Basis for Result,Quality Assurance,Result Comments,Test Method Name,Test Method Code,Instrumentation,Method Comments,Project Code,Project Name,Project Description,Organization
Canned Luncheon Meat,TDS2013-BB09-DEHA & Phthalates,"BB09 Luncheon meats, canned (corned beef and canned ham)/Viandes froides en conserve (bœuf salé et jambon en conserve)",Other,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Diethyl phthalate,Phthalates,,,4.22,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Canned Luncheon Meat,TDS2013-BB09-DEHA & Phthalates,"BB09 Luncheon meats, canned (corned beef and canned ham)/Viandes froides en conserve (bœuf salé et jambon en conserve)",Other,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,=,4.9,ng/g,Diisobutyl phthalate,Phthalates,,,2.95,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Canned Luncheon Meat,TDS2013-BB09-DEHA & Phthalates,"BB09 Luncheon meats, canned (corned beef and canned ham)/Viandes froides en conserve (bœuf salé et jambon en conserve)",Other,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Dimethyl phthalate,Phthalates,,,0.34,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Canned Luncheon Meat,TDS2013-BB09-DEHA & Phthalates,"BB09 Luncheon meats, canned (corned beef and canned ham)/Viandes froides en conserve (bœuf salé et jambon en conserve)",Other,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,di-(2-ethylhexyl) adipate (DEHA),Phthalates,,,0.37,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Canned Luncheon Meat,TDS2013-BB09-DEHA & Phthalates,"BB09 Luncheon meats, canned (corned beef and canned ham)/Viandes froides en conserve (bœuf salé et jambon en conserve)",Other,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,=,29.4,ng/g,di-(2-ethylhexyl) phthalate (DEHP),Phthalates,,,26.57,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Canned Luncheon Meat,TDS2013-BB09-DEHA & Phthalates,"BB09 Luncheon meats, canned (corned beef and canned ham)/Viandes froides en conserve (bœuf salé et jambon en conserve)",Other,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,n-Butyl benzyl phthalate,Phthalates,,,1.21,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Carrots,TDS2013-GG06-DEHA & Phthalates,GG06 Carrots (Cooked and raw)/Carottes (cuites et crues),Carrots,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Bis(2-ethoxyethyl) phthalate,Phthalates,,,5.03,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Carrots,TDS2013-GG06-DEHA & Phthalates,GG06 Carrots (Cooked and raw)/Carottes (cuites et crues),Carrots,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Bis(2-methoxyethyl) phthalate,Phthalates,,,35.11,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Carrots,TDS2013-GG06-DEHA & Phthalates,GG06 Carrots (Cooked and raw)/Carottes (cuites et crues),Carrots,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Bis(2-n-butoxyethyl) phthalate,Phthalates,,,11.23,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Carrots,TDS2013-GG06-DEHA & Phthalates,GG06 Carrots (Cooked and raw)/Carottes (cuites et crues),Carrots,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-(4-methyl-2-pentyl) phthalate,Phthalates,,,2.22,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Carrots,TDS2013-GG06-DEHA & Phthalates,GG06 Carrots (Cooked and raw)/Carottes (cuites et crues),Carrots,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-allyl phthalate,Phthalates,,,2.74,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Carrots,TDS2013-GG06-DEHA & Phthalates,GG06 Carrots (Cooked and raw)/Carottes (cuites et crues),Carrots,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-butyl phthalate,Phthalates,,,16.12,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Carrots,TDS2013-GG06-DEHA & Phthalates,GG06 Carrots (Cooked and raw)/Carottes (cuites et crues),Carrots,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-decyl phthalate,Phthalates,,,12.23,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Carrots,TDS2013-GG06-DEHA & Phthalates,GG06 Carrots (Cooked and raw)/Carottes (cuites et crues),Carrots,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-hexyl phthalate,Phthalates,,,0.4,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Carrots,TDS2013-GG06-DEHA & Phthalates,GG06 Carrots (Cooked and raw)/Carottes (cuites et crues),Carrots,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-nonyl phthalate,Phthalates,,,7.58,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Carrots,TDS2013-GG06-DEHA & Phthalates,GG06 Carrots (Cooked and raw)/Carottes (cuites et crues),Carrots,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-octyl phthalate,Phthalates,,,2.67,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Carrots,TDS2013-GG06-DEHA & Phthalates,GG06 Carrots (Cooked and raw)/Carottes (cuites et crues),Carrots,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-pentyl phthalate,Phthalates,,,0.44,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Carrots,TDS2013-GG06-DEHA & Phthalates,GG06 Carrots (Cooked and raw)/Carottes (cuites et crues),Carrots,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-propyl phthalate,Phthalates,,,0.13,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Carrots,TDS2013-GG06-DEHA & Phthalates,GG06 Carrots (Cooked and raw)/Carottes (cuites et crues),Carrots,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-undecyl phthalate,Phthalates,,,1.81,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Carrots,TDS2013-GG06-DEHA & Phthalates,GG06 Carrots (Cooked and raw)/Carottes (cuites et crues),Carrots,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Dibenzyl phthalate,Phthalates,,,32.69,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Carrots,TDS2013-GG06-DEHA & Phthalates,GG06 Carrots (Cooked and raw)/Carottes (cuites et crues),Carrots,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Dicyclohexyl phthalate,Phthalates,,,4.32,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Carrots,TDS2013-GG06-DEHA & Phthalates,GG06 Carrots (Cooked and raw)/Carottes (cuites et crues),Carrots,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Diethyl phthalate,Phthalates,,,2.17,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Carrots,TDS2013-GG06-DEHA & Phthalates,GG06 Carrots (Cooked and raw)/Carottes (cuites et crues),Carrots,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Diisobutyl phthalate,Phthalates,,,3.94,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Carrots,TDS2013-GG06-DEHA & Phthalates,GG06 Carrots (Cooked and raw)/Carottes (cuites et crues),Carrots,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Dimethyl phthalate,Phthalates,,,0.67,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Carrots,TDS2013-GG06-DEHA & Phthalates,GG06 Carrots (Cooked and raw)/Carottes (cuites et crues),Carrots,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,di-(2-ethylhexyl) adipate (DEHA),Phthalates,,,1.08,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Carrots,TDS2013-GG06-DEHA & Phthalates,GG06 Carrots (Cooked and raw)/Carottes (cuites et crues),Carrots,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,=,154,ng/g,di-(2-ethylhexyl) phthalate (DEHP),Phthalates,,,43.68,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Carrots,TDS2013-GG06-DEHA & Phthalates,GG06 Carrots (Cooked and raw)/Carottes (cuites et crues),Carrots,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,n-Butyl benzyl phthalate,Phthalates,,,1.49,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Cauliflower,TDS2013-GG07-DEHA & Phthalates,GG07 Cauliflowers (Cooked and raw)/Chou-fleur (cuit et cru),Cauliflower,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Bis(2-ethoxyethyl) phthalate,Phthalates,,,5.03,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Cauliflower,TDS2013-GG07-DEHA & Phthalates,GG07 Cauliflowers (Cooked and raw)/Chou-fleur (cuit et cru),Cauliflower,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Bis(2-methoxyethyl) phthalate,Phthalates,,,35.11,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Cauliflower,TDS2013-GG07-DEHA & Phthalates,GG07 Cauliflowers (Cooked and raw)/Chou-fleur (cuit et cru),Cauliflower,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Bis(2-n-butoxyethyl) phthalate,Phthalates,,,11.23,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Cauliflower,TDS2013-GG07-DEHA & Phthalates,GG07 Cauliflowers (Cooked and raw)/Chou-fleur (cuit et cru),Cauliflower,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-(4-methyl-2-pentyl) phthalate,Phthalates,,,2.22,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Cauliflower,TDS2013-GG07-DEHA & Phthalates,GG07 Cauliflowers (Cooked and raw)/Chou-fleur (cuit et cru),Cauliflower,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-allyl phthalate,Phthalates,,,2.74,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Cauliflower,TDS2013-GG07-DEHA & Phthalates,GG07 Cauliflowers (Cooked and raw)/Chou-fleur (cuit et cru),Cauliflower,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-butyl phthalate,Phthalates,,,16.12,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Cauliflower,TDS2013-GG07-DEHA & Phthalates,GG07 Cauliflowers (Cooked and raw)/Chou-fleur (cuit et cru),Cauliflower,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-decyl phthalate,Phthalates,,,12.23,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Cauliflower,TDS2013-GG07-DEHA & Phthalates,GG07 Cauliflowers (Cooked and raw)/Chou-fleur (cuit et cru),Cauliflower,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-hexyl phthalate,Phthalates,,,0.4,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Cauliflower,TDS2013-GG07-DEHA & Phthalates,GG07 Cauliflowers (Cooked and raw)/Chou-fleur (cuit et cru),Cauliflower,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-nonyl phthalate,Phthalates,,,7.58,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Cauliflower,TDS2013-GG07-DEHA & Phthalates,GG07 Cauliflowers (Cooked and raw)/Chou-fleur (cuit et cru),Cauliflower,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-octyl phthalate,Phthalates,,,2.67,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Cauliflower,TDS2013-GG07-DEHA & Phthalates,GG07 Cauliflowers (Cooked and raw)/Chou-fleur (cuit et cru),Cauliflower,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-pentyl phthalate,Phthalates,,,0.44,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Cauliflower,TDS2013-GG07-DEHA & Phthalates,GG07 Cauliflowers (Cooked and raw)/Chou-fleur (cuit et cru),Cauliflower,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-propyl phthalate,Phthalates,,,0.13,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Cauliflower,TDS2013-GG07-DEHA & Phthalates,GG07 Cauliflowers (Cooked and raw)/Chou-fleur (cuit et cru),Cauliflower,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Di-n-undecyl phthalate,Phthalates,,,1.81,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Cauliflower,TDS2013-GG07-DEHA & Phthalates,GG07 Cauliflowers (Cooked and raw)/Chou-fleur (cuit et cru),Cauliflower,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Dibenzyl phthalate,Phthalates,,,32.69,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
Cauliflower,TDS2013-GG07-DEHA & Phthalates,GG07 Cauliflowers (Cooked and raw)/Chou-fleur (cuit et cru),Cauliflower,Unknown,Ready-to-eat,Composite,Yes,2013-09-15,Surveillance,No,Grocery Store,Montreal,Quebec,Canada,HC FD BCS FRD Food Packaging Chemicals,2015-03-11,<LOD/MDL,0,ng/g,Dicyclohexyl phthalate,Phthalates,,,4.32,,As consumed,Lab used only QA and reference standards during sampling and analysis,,GC-MS analysis of phthalates in foods,,Gas chromatograph (GC)-Mass spectrometer (MS),,BCS.TDS2013.DEHA.Phthalates,Total Diet Study 2013 DEHA & Phthalates,,Health Canada
